EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5160021,FRANKLIN PAR.,WISNER,11/08/2000,1410,Tornado, ,F2,0,0,5000,0,LA,CST, ,1104446,C,41,JAN,0,0,NWS STORM SURVEY, ,5,500,5,SE,8,E,WISNER,11/08/2000,1420,31.93,-91.60,31.98,-91.53,"The tornado moved out of Catahoula Parish and blew down numerous trees in a rural area of extreme southeastern Franklin Parish. The tornado then moved into west central Tensas Parish.","",23
5160022,TENSAS PAR.,COOTER PT,11/08/2000,1420,Tornado, ,F2,0,0,150000,0,LA,CST, ,1104446,C,107,JAN,0,0,NWS STORM SURVEY, ,16,600,1,NW,5,E,NEW LIGHT,11/08/2000,1443,31.95,-91.53,32.10,-91.35,"This tornado moved out of extreme southeastern Franklin Parish into west central Tensas Parish. The tornado completely destroyed a mobile home. Four houses were heavily damaged, including a brick home. Several people in the brick home received minor injuries. Several deer camps were heavily damaged or destroyed. Several farm buildings sustained damage. Numerous trees were blown down along the path of the storm. This tornado, which had tracked a total of 25 miles across portions of Catahoula, Franklin, and Tensas Parishes, dissipated in Tensas Parish about five miles east of Newlight.","",24
5159903,PRENTISS CO.,WHEELER,11/08/2000,1647,Tornado, ,F0,0,0,500,0,MS,CST, ,1104873,C,117,MEG,0,0,LAW ENFORCEMENT, ,1,10,3,S,3,S,WHEELER,11/08/2000,1650,34.53,-88.60,34.53,-88.60,"A tornado briefly touched down in the southern part of Prentiss county producing little damage.","",25
5161925,HALE CO.,AKRON,11/08/2000,1848,Tornado, ,F0,0,0,10000,0,AL,CST, ,1104298,C,65,BMX,0,0,NWS STORM SURVEY, ,1,40,3,E,3,E,AKRON,11/08/2000,1849,32.87,-87.68,32.87,-87.67,"A weak tornado briefly touched down east of Akron.  The tornado first touched down near the end of Long Hill Road, off CR 21.  One mobile home sustained roof and awning damage, one garage roof was blown off and destroyed, and one out-building was destroyed.  Several trees along the path were blown down or snapped off.
Beginning:  32 52.226/87 41.621  Ending:  32 52.984/87 40.988","",26
5161349,LAMAR CO.,PURVIS,11/09/2000,150,Tornado, ,F0,0,0,3000,0,MS,CST, ,1104445,C,73,JAN,0,0,NWS STORM SURVEY, ,.5,50,3,SW,3,SW,PURVIS,11/09/2000,150,31.12,-89.45,31.12,-89.45,"This F0 tornado knocked down some trees in a rural area.","",27
5161390,PIKE CO.,TROY,11/09/2000,719,Tornado, ,F1,0,0,95000,0,AL,CST, ,1104279,C,109,BMX,0,0,NWS STORM SURVEY, ,1.9,75,4,NNE,6,NE,TROY,11/09/2000,722,31.87,-85.93,31.87,-85.90,"A weak tornado formed on a bow echo about 4.1 miles north-northeast of Troy just west of the intersection of CR 103 and CR 7.  The tornado traveled on a northeasterly track crossing CR 103 and CR 7.  The tornado dissipated just southeast of Needmore after traveling about 1.9 miles.  One mobile home that was tied down was completely destroyed and was thrown over 100 feet.  Another mobile home suffered significant damage when a tree fell on one end of it.  Three other mobile homes suffered some damage.  Five permanent homes also sustained damage mostly to the roofs.  Numerous trees sustained damage including several that were uprooted.  A number of outbuildings (sheds and the like) also were damaged by the storm.  Beginning: 31 52.281/85 57.246  Ending:  31 53.402/85 55.727","",28
5159426,HART CO.,BLOWING SPGS,11/09/2000,1406,Tornado, ,F1,0,0,75000,0,KY,EST, ,1104185,C,99,LMK,0,0,EMERGENCY MANAGER, ,2,70,1,SW,1,NW,BLOWING SPGS,11/09/2000,1406,37.33,-86.13,37.37,-86.13,"Two buildings were lifted up and moved greater than 50 yards. A tractor trailer was deposited on a car.","Numerous trees and power lines were reported down in most every county mentioned. Most of the property damage was in the form of roof damage, or minor damage caused by flying debris. Besides the tornadoes reported, there was some extensive property damage due to straight line winds, though. One mobile home was destroyed and two were damaged by straight line winds near Mt. Sherman in Larue County. A roof was caved in at a lumber company in Bowling Green in Warren County. In Liberty in Casey County, part of the roof of a concrete company was blown off. Georgetown in Scott county had extensive damage; an 80 foot radio tower was blown over on to a house, propane tanks and cars were overturned, and power poles were snapped.",29
5159920,HART CO.,HORSE CAVE,11/09/2000,1415,Tornado, ,F1,0,0,30000,0,KY,EST, ,1104185,C,99,LMK,0,0,EMERGENCY MANAGER, ,2,75,3,NW,5,NW,HORSE CAVE,11/09/2000,1415,37.22,-85.95,37.23,-85.98,"A porch roof and several attached columns were ripped off a house. A large pine tree was ripped apart and debris was spread in three directions. A barn was moved three feet away from its foundation, and one of its sides was caved in.","Numerous trees and power lines were reported down in most every county mentioned. Most of the property damage was in the form of roof damage, or minor damage caused by flying debris. Besides the tornadoes reported, there was some extensive property damage due to straight line winds, though. One mobile home was destroyed and two were damaged by straight line winds near Mt. Sherman in Larue County. A roof was caved in at a lumber company in Bowling Green in Warren County. In Liberty in Casey County, part of the roof of a concrete company was blown off. Georgetown in Scott county had extensive damage; an 80 foot radio tower was blown over on to a house, propane tanks and cars were overturned, and power poles were snapped.",30
5159929,CUMBERLAND CO.,BURKESVILLE,11/09/2000,1440,Tornado, ,F1,0,0,150000,0,KY,EST, ,1104185,C,57,LMK,0,0,LAW ENFORCEMENT, ,2,75,1,SW,1,NW,BURKESVILLE,11/09/2000,1440,36.77,-85.38,36.78,-85.38,"Roofs were ripped from several homes and storage buildings. Several barns were demolished. Part of a roof was ripped off an elementary school.","Numerous trees and power lines were reported down in most every county mentioned. Most of the property damage was in the form of roof damage, or minor damage caused by flying debris. Besides the tornadoes reported, there was some extensive property damage due to straight line winds, though. One mobile home was destroyed and two were damaged by straight line winds near Mt. Sherman in Larue County. A roof was caved in at a lumber company in Bowling Green in Warren County. In Liberty in Casey County, part of the roof of a concrete company was blown off. Georgetown in Scott county had extensive damage; an 80 foot radio tower was blown over on to a house, propane tanks and cars were overturned, and power poles were snapped.",31
5159934,MARION CO.,LEBANON,11/09/2000,1453,Tornado, ,F1,0,0,100000,0,KY,EST, ,1104185,C,155,LMK,0,0,BROADCAST MEDIA, ,.3,70,2,SE,2,SE,LEBANON,11/09/2000,1453,37.55,-85.22,37.55,-85.22,"A fairly new barn was blown down. In the vicinity, the roof of a garage was collapsed, and the garage door was wrapped around the back of the car inside. Three mobile homes were damaged and one was demolished.","Numerous trees and power lines were reported down in most every county mentioned. Most of the property damage was in the form of roof damage, or minor damage caused by flying debris. Besides the tornadoes reported, there was some extensive property damage due to straight line winds, though. One mobile home was destroyed and two were damaged by straight line winds near Mt. Sherman in Larue County. A roof was caved in at a lumber company in Bowling Green in Warren County. In Liberty in Casey County, part of the roof of a concrete company was blown off. Georgetown in Scott county had extensive damage; an 80 foot radio tower was blown over on to a house, propane tanks and cars were overturned, and power poles were snapped.",32
5159936,WASHINGTON CO.,ST CATHERINE,11/09/2000,1455,Tornado, ,F1,0,0,20000,0,KY,EST, ,1104185,C,229,LMK,0,0,LAW ENFORCEMENT, ,2,75,1,S,2,NE,ST CATHERINE,11/09/2000,1455,37.70,-85.25,37.72,-85.23,"A barn was destroyed and a post was pulled out of the ground along with the concrete base. The barn owner reported seeing a funnel cloud before impact.","Numerous trees and power lines were reported down in most every county mentioned. Most of the property damage was in the form of roof damage, or minor damage caused by flying debris. Besides the tornadoes reported, there was some extensive property damage due to straight line winds, though. One mobile home was destroyed and two were damaged by straight line winds near Mt. Sherman in Larue County. A roof was caved in at a lumber company in Bowling Green in Warren County. In Liberty in Casey County, part of the roof of a concrete company was blown off. Georgetown in Scott county had extensive damage; an 80 foot radio tower was blown over on to a house, propane tanks and cars were overturned, and power poles were snapped.",33
5159938,WASHINGTON CO.,SHARPSVILLE,11/09/2000,1510,Tornado, ,F1,0,1,10000,0,KY,EST, ,1104185,C,229,LMK,0,0,NEWSPAPER, ,1.5,75,1,NE,2,NE,SHARPSVILLE,11/09/2000,1510,37.85,-85.07,37.87,-85.03,"A resident observed a funnel cloud before taking shelter. The tornado blew in his back door, shattering the glass. The man was injured by flying glass.","Numerous trees and power lines were reported down in most every county mentioned. Most of the property damage was in the form of roof damage, or minor damage caused by flying debris. Besides the tornadoes reported, there was some extensive property damage due to straight line winds, though. One mobile home was destroyed and two were damaged by straight line winds near Mt. Sherman in Larue County. A roof was caved in at a lumber company in Bowling Green in Warren County. In Liberty in Casey County, part of the roof of a concrete company was blown off. Georgetown in Scott county had extensive damage; an 80 foot radio tower was blown over on to a house, propane tanks and cars were overturned, and power poles were snapped.",34
5160326,WOODFORD CO.,VERSAILLES,11/09/2000,1534,Tornado, ,F1,0,0,3000,0,KY,EST, ,1104185,C,239,LMK,0,0,EMERGENCY MANAGER, ,.8,75,1,NW,1,N,VERSAILLES,11/09/2000,1534,38.07,-84.75,38.07,-84.73,"Two transformer poles about 18 inches thick were snapped off about 10 feet off the ground. Several other poles were shifted in the ground. Near that location, a man reported his truck being lifted about six inches off the ground.","Numerous trees and power lines were reported down in most every county mentioned. Most of the property damage was in the form of roof damage, or minor damage caused by flying debris. Besides the tornadoes reported, there was some extensive property damage due to straight line winds, though. One mobile home was destroyed and two were damaged by straight line winds near Mt. Sherman in Larue County. A roof was caved in at a lumber company in Bowling Green in Warren County. In Liberty in Casey County, part of the roof of a concrete company was blown off. Georgetown in Scott county had extensive damage; an 80 foot radio tower was blown over on to a house, propane tanks and cars were overturned, and power poles were snapped.",35
5160219,SAN DIEGO CO.,POWAY,11/10/2000,930,Tornado, ,F1,0,0,73000,0,CA,PST, ,1104258,C,73,SGX,0,0,LAW ENFORCEMENT, ,.4,30,1,E,2,E,POWAY,11/10/2000,933,32.95,-117.02,32.95,-117.00,"","Small hail preceded the tornado. One resident reported hearing an "eerie, low-moaning sound." Several residents observed the funnel passing overhead, moving from west to east. The debris path and the opposing direction of fall of two uprooted cypress trees also supported cyclonic rotation. Several roofs had composite shingles, clay tiles, and underlying sheathing pulled off. Wooden fences were blown down. One small car and one full-size pickup were lifted and moved 2-4 feet sideways.",36
5160081,COLORADO CO.,BORDEN,11/12/2000,1336,Tornado, ,F0,0,0,25000,0,TX,CST, ,1104770,C,89,HGX,0,0,LAW ENFORCEMENT, ,.5,50, , , , ,BORDEN,11/12/2000,1336,29.68,-96.70,29.68,-96.70,"Tree down on FM 109 with roof damage to barn.","",37
5160309,CALDWELL CO.,LOCKHART,11/12/2000,1345,Tornado, ,F0,0,0,20000,0,TX,CST, ,1104339,C,55,EWX,0,0,LAW ENFORCEMENT, ,.5,30,2,S,2,S,LOCKHART,11/12/2000,1347,29.85,-97.67,29.87,-97.67,"The Sheriff's Department reported that a small and short-lived tornado knocked over trees and power lines just south of Lockhart.","",38
5160310,BASTROP CO.,ROSANKY,11/12/2000,1350,Tornado, ,F0,0,0,10000,0,TX,CST, ,1104340,C,21,EWX,0,0,NWS STORM SURVEY, ,1,30, , , , ,ROSANKY,11/12/2000,1352,29.93,-97.30,29.93,-97.30,"A small and short-lived tornado was observed by the owner of a gas station as it dipped down and damaged the pump area.  The tornado moved across a road and blew down trees near a school.  It then lifted and dissipated.","",39
5160311,FAYETTE CO.,WEST PT,11/12/2000,1405,Tornado, ,F0,0,0,0,0,TX,CST, ,1104341,C,149,EWX,0,0,NWS STORM SURVEY, ,.2,20, , , , ,WEST PT,11/12/2000,1407,29.95,-97.02,29.95,-97.02,"A woman reported seeing a small tornado as it dipped down out of the clouds near West Point and damaged several trees.  The very brief tornado then lifted and dissipated.","",40
5160312,GONZALES CO.,DILWORTH,11/12/2000,1535,Tornado, ,F0,0,0,0,0,TX,CST, ,1104342,C,177,EWX,0,0,GENERAL PUBLIC, ,.3,20, , , , ,DILWORTH,11/12/2000,1537,29.52,-97.30,29.52,-97.30,"A small and short-lived tornado was observed by the public as it touched down in an open field.  It caused no damage.","",41
5160083,AUSTIN CO.,BELLVILLE,11/12/2000,1545,Tornado, ,F0,0,0,15000,0,TX,CST, ,1104770,C,15,HGX,0,0,NWS STORM SURVEY, ,.5,50,5,NNE,5,NNE,BELLVILLE,11/12/2000,1545,30.02,-96.23,30.02,-96.23,"Damage to roof of barn.","",42
5160314,BASTROP CO.,ELGIN,11/12/2000,1545,Tornado, ,F0,0,0,0,0,TX,CST, ,1104344,C,21,EWX,0,0,GENERAL PUBLIC, ,.3,20, , , , ,ELGIN,11/12/2000,1546,30.35,-97.37,30.35,-97.37,"A small and short-lived tornado was observed by the public near Elgin.  It caused no damage.","",43
5160313,LAVACA CO.,MOULTON,11/12/2000,1545,Tornado, ,F0,0,0,0,0,TX,CST, ,1104343,C,285,EWX,0,0,LAW ENFORCEMENT, ,.3,20,5,E,5,E,MOULTON,11/12/2000,1546,29.58,-97.07,29.58,-97.07,"A small tornado was observed as it touched down ery briefly in an open field just east of Moulton.  It caused no damage.","",44
5160091,HARRIS CO.,HOCKLEY,11/12/2000,1620,Tornado, ,F0,0,0,15000,0,TX,CST, ,1104770,C,201,HGX,0,0,EMERGENCY MANAGER, ,.5,50, , , , ,HOCKLEY,11/12/2000,1620,30.03,-95.85,30.03,-95.85,"Trees down on FM 2920.","",45
5160673,LAVACA CO.,HALLETSVILLE,11/12/2000,1735,Tornado, ,F0,0,0,0,0,TX,CST, ,1104347,C,285,EWX,0,0,EMERGENCY MANAGER, ,.3,20,3,N,3,N,HALLETSVILLE,11/12/2000,1736,29.50,-96.95,29.50,-96.95,"A small and short-lived tornado was observed by the public in an open field just north of Hallettsville.  No damage was indicated.","",46
5160674,GONZALES CO.,CHEAPSIDE,11/12/2000,1750,Tornado, ,F0,0,0,5000,0,TX,CST, ,1104348,C,177,EWX,0,0,GENERAL PUBLIC, ,.2,20, , , , ,CHEAPSIDE,11/12/2000,1751,29.28,-97.40,29.28,-97.40,"A small and short-lived tornado touched down briefly in the Cheapside community.  It damage about a dozen trees but caused no other damage.","",47
5160675,LAVACA CO.,SHINER,11/12/2000,1810,Tornado, ,F0,0,0,10000,0,TX,CST, ,1104349,C,285,EWX,0,0,NWS STORM SURVEY, ,.5,30,5,SW,5,SW,SHINER,11/12/2000,1812,29.38,-97.23,29.38,-97.22,"A small tornado was observed by Sheriff's Deputies as it  touched down just west of Shiner.  The tornado knocked over several trees but caused no other damage.","",48
5160443,PLAQUEMINES PAR.,BOOTHVILLE,11/16/2000,1600,Tornado, ,F1,0,0,50000,0,LA,CST, ,1104461,C,75,LIX,0,0,LAW ENFORCEMENT, ,.3,50, , , , ,BOOTHVILLE,11/16/2000,1600,29.33,-89.42,29.33,-89.42,"A weak tornado touched down and caused significant damage to four mobile homes and a car, and uprooted a few trees.","",49
